Date,Aid Year,Status,Count,Total Admit Count,Total ISIR Received,Total ISIR Rejected,Total Valid ISIR %,IS Admit Count,IS ISIR Received,IS ISIR Rejected,IS Valid ISIR %,OS Admit Count,OS ISIR Received,OS ISIR Rejected,OS Valid ISIR %,REGNL Admit Count,REGNL ISIR Received,REGNL ISIR Rejected,REGNL Valid ISIR %,Citizenship,2nd BA,Birth Certificate,Parent No Support,Over Agg,High School,Emancipated Minor,Homeless,Legal Guardian,Orphan,Awarded,Awarded %,Selected,Verified,Verified %,IS Verified %,OS Verified %,Student Type,Packaged,Packaged %,Term Type
2021-05-12,2020-2021,Admit,Current,1143,750,,0.6561679790026247,801.0,586.0,,0.731585518102372,281.0,164.0,,0.5836298932384342,,,,,,,,,,,,,,,581.0,0.7746666666666666,89,37,0.4157303370786517,0.3661,0.61,TRN,,,Fall
2022-01-12,2022-2023,Admit,Current,9,2,0.0,0.2222222222222222,6.0,1.0,0.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0,0.0,0.0,0.0,TRN,,,Fall
2022-01-12,2022-2023,Admit,Total,9,2,0.0,0.2222222222222222,6.0,1.0,0.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0,0.0,0.0,0.0,TRN,,,Fall
2022-01-26,2022-2023,Deposit,Current,21,6,0.0,0.2857142857142857,13.0,4.0,0.0,0.3076923076923077,7.0,2.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,1,0,0.0,0.0,0.0,TRN,,,Fall
2022-01-26,2022-2023,Deposit,Total,24,6,0.0,0.25,15.0,4.0,0.0,0.26666666666666666,7.0,2.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,1,0,0.0,0.0,0.0,TRN,,,Fall
2022-01-26,2022-2023,Admit,Current,108,18,0.0,0.16666666666666666,65.0,14.0,0.0,0.2153846153846154,31.0,2.0,0.0,0.06451612903225806,10.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1111111111111111,2,0,0.0,0.0,0.0,TRN,,,Fall
2022-01-26,2022-2023,Admit,Total,152,17,0.0,0.1118421052631579,88.0,12.0,0.0,0.13636363636363635,48.0,3.0,0.0,0.0625,13.0,2.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11764705882352941,2,0,0.0,0.0,0.0,TRN,,,Fall
2022-02-02,2022-2023,Deposit,Current,49,19,0.0,0.3877551020408163,31.0,13.0,0.0,0.41935483870967744,11.0,4.0,0.0,0.36363636363636365,3.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.21052631578947367,3,2,0.6666666666666666,0.667,0.0,TRN,,,Fall
2022-02-02,2022-2023,Deposit,Total,50,19,0.0,0.38,32.0,13.0,0.0,0.40625,11.0,4.0,0.0,0.36363636363636365,3.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.21052631578947367,3,2,0.6666666666666666,0.67,0.0,TRN,,,Fall
2022-02-02,2022-2023,Admit,Current,249,103,4.0,0.39759036144578314,141.0,67.0,2.0,0.46099290780141844,81.0,27.0,1.0,0.32098765432098764,20.0,9.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.020202020202020204,4,2,0.5,0.5,0.0,TRN,,,Fall
2022-02-02,2022-2023,Admit,Total,258,106,4.0,0.3953488372093023,147.0,69.0,2.0,0.4557823129251701,84.0,28.0,1.0,0.32142857142857145,20.0,9.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0392156862745098,4,2,0.5,0.5,0.0,TRN,,,Fall
2022-02-09,2022-2023,Deposit,Current,65,32,0.0,0.49230769230769234,38.0,22.0,0.0,0.5789473684210527,16.0,8.0,0.0,0.5,4.0,2.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,6,2,0.3333333333333333,0.4,0.0,TRN,,,Fall
2022-02-09,2022-2023,Deposit,Total,66,32,0.0,0.48484848484848486,39.0,22.0,0.0,0.5641025641025641,16.0,8.0,0.0,0.5,4.0,2.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,6,2,0.3333333333333333,0.4,0.0,TRN,,,Fall
2022-02-09,2022-2023,Admit,Current,244,108,4.0,0.4262295081967213,148.0,71.0,2.0,0.46621621621621623,73.0,28.0,1.0,0.3698630136986301,20.0,9.0,1.0,0.4,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,14,0,0.0,0.0,0.0,TRN,,,Fall
2022-02-09,2022-2023,Admit,Total,310,140,4.0,0.43870967741935485,187.0,93.0,2.0,0.48663101604278075,89.0,36.0,1.0,0.39325842696629215,24.0,11.0,1.0,0.4166666666666667,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.029411764705882353,20,2,0.1,0.17,0.0,TRN,,,Fall
2022-02-16,2022-2023,Deposit,Current,72,37,0.0,0.5138888888888888,43.0,25.0,0.0,0.5813953488372093,18.0,9.0,0.0,0.5,4.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.10810810810810811,7,3,0.42857142857142855,0.6,0.0,TRN,,,Fall
2022-02-16,2022-2023,Deposit,Total,75,38,0.0,0.5066666666666667,44.0,25.0,0.0,0.5681818181818182,20.0,10.0,0.0,0.5,4.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.10526315789473684,7,3,0.42857142857142855,0.6,0.0,TRN,,,Fall
2022-02-16,2022-2023,Admit,Current,353,174,4.0,0.48158640226628896,214.0,121.0,2.0,0.5560747663551402,98.0,39.0,1.0,0.3877551020408163,25.0,14.0,1.0,0.52,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.023529411764705882,23,3,0.13043478260869565,0.2,0.0,TRN,,,Fall
2022-02-16,2022-2023,Admit,Total,356,174,4.0,0.47752808988764045,217.0,121.0,2.0,0.5483870967741935,98.0,39.0,1.0,0.3877551020408163,25.0,14.0,1.0,0.52,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.023529411764705882,23,3,0.13043478260869565,0.2,0.0,TRN,,,Fall
2022-02-23,2022-2023,Deposit,Current,91,52,0.0,0.5714285714285714,56.0,36.0,0.0,0.6428571428571429,23.0,13.0,0.0,0.5652173913043478,4.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.9230769230769231,7,3,0.42857142857142855,0.6,0.0,TRN,,,Fall
2022-02-23,2022-2023,Deposit,Total,93,53,0.0,0.5698924731182796,58.0,37.0,0.0,0.6379310344827587,23.0,13.0,0.0,0.5652173913043478,4.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.9245283018867925,7,3,0.42857142857142855,0.6,0.0,TRN,,,Fall
2022-02-23,2022-2023,Admit,Current,416,198,4.0,0.46634615384615385,257.0,139.0,2.0,0.5330739299610895,114.0,44.0,1.0,0.37719298245614036,27.0,15.0,1.0,0.5185185185185185,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,156.0,0.8041237113402062,25,3,0.12,0.1765,0.0,TRN,,,Fall
2022-02-23,2022-2023,Admit,Total,421,199,4.0,0.46318289786223277,262.0,140.0,2.0,0.5267175572519084,114.0,44.0,1.0,0.37719298245614036,27.0,15.0,1.0,0.5185185185185185,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,157.0,0.8051282051282052,25,3,0.12,0.1765,0.0,TRN,,,Fall
2022-03-02,2022-2023,Deposit,Current,104,60,0.0,0.576923076923077,67.0,42.0,0.0,0.626865671641791,25.0,15.0,0.0,0.6,4.0,3.0,0.0,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.9,7,3,0.428571428571429,0.6,0.0,TRN,,,Fall
2022-03-02,2022-2023,Deposit,Total,107,62,0.0,0.579439252336449,70.0,44.0,0.0,0.628571428571429,25.0,15.0,0.0,0.6,4.0,3.0,0.0,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.903225806451613,7,3,0.428571428571429,0.6,0.0,TRN,,,Fall
2022-03-02,2022-2023,Admit,Current,505,237,4.0,0.461386138613861,320.0,171.0,3.0,0.525,128.0,47.0,0.0,0.3671875,31.0,19.0,1.0,0.580645161290323,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,191.0,0.819742489270386,27,3,0.111111111111111,0.157894736842105,0.0,TRN,,,Fall
2022-03-02,2022-2023,Admit,Total,512,239,4.0,0.458984375,326.0,173.0,3.0,0.521472392638037,129.0,47.0,0.0,0.364341085271318,31.0,19.0,1.0,0.580645161290323,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,193.0,0.821276595744681,27,3,0.111111111111111,0.157894736842105,0.0,TRN,,,Fall
2022-03-09,2022-2023,Deposit,Current,122,71,1.0,0.573770491803279,80.0,52.0,1.0,0.6375,27.0,15.0,0.0,0.555555555555556,5.0,4.0,0.0,0.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.842857142857143,10,3,0.3,0.428571428571429,0.0,TRN,,,Fall
2022-03-09,2022-2023,Deposit,Total,125,73,1.0,0.576,83.0,54.0,1.0,0.63855421686747,27.0,15.0,0.0,0.555555555555556,5.0,4.0,0.0,0.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.847222222222222,10,3,0.3,0.428571428571429,0.0,TRN,,,Fall
2022-03-09,2022-2023,Admit,Current,564,295,4.0,0.515957446808511,360.0,214.0,3.0,0.586111111111111,143.0,59.0,0.0,0.412587412587413,34.0,22.0,1.0,0.617647058823529,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,191.0,0.656357388316151,41,3,0.0731707317073171,0.103448275862069,0.0,TRN,,,Fall
2022-03-09,2022-2023,Admit,Total,571,297,4.0,0.513134851138354,366.0,216.0,3.0,0.581967213114754,144.0,59.0,0.0,0.409722222222222,34.0,22.0,1.0,0.617647058823529,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,193.0,0.658703071672355,41,3,0.0731707317073171,0.103448275862069,0.0,TRN,,,Fall
2022-03-16,2022-2023,Deposit,Current,144,90,1.0,0.618055555555556,100.0,69.0,1.0,0.68,28.0,16.0,0.0,0.571428571428571,6.0,5.0,0.0,0.833333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,0.842696629213483,13,3,0.230769230769231,0.333333333333333,0.0,TRN,,,Fall
2022-03-16,2022-2023,Deposit,Total,147,92,1.0,0.619047619047619,103.0,71.0,1.0,0.679611650485437,28.0,16.0,0.0,0.571428571428571,6.0,5.0,0.0,0.833333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,0.846153846153846,13,3,0.230769230769231,0.333333333333333,0.0,TRN,,,Fall
2022-03-16,2022-2023,Admit,Current,634,344,4.0,0.536277602523659,405.0,251.0,3.0,0.612345679012346,162.0,69.0,0.0,0.425925925925926,38.0,24.0,1.0,0.605263157894737,13.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,249.0,0.732352941176471,45,3,0.0666666666666667,0.0909090909090909,0.0,TRN,,,Fall
2022-03-16,2022-2023,Admit,Total,640,346,4.0,0.534375,410.0,253.0,3.0,0.609756097560976,163.0,69.0,0.0,0.423312883435583,38.0,24.0,1.0,0.605263157894737,13.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,251.0,0.733918128654971,45,3,0.0666666666666667,0.0909090909090909,0.0,TRN,,,Fall
2022-03-23,2022-2023,Deposit,Current,165,107,1.0,0.642424242424242,116.0,83.0,1.0,0.706896551724138,31.0,19.0,0.0,0.612903225806452,6.0,5.0,0.0,0.833333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,0.89622641509434,13,3,0.230769230769231,0.333333333333333,0.0,TRN,,,Fall
2022-03-23,2022-2023,Deposit,Total,168,109,1.0,0.642857142857143,119.0,85.0,1.0,0.705882352941177,31.0,19.0,0.0,0.612903225806452,6.0,5.0,0.0,0.833333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,0.898148148148148,13,3,0.230769230769231,0.333333333333333,0.0,TRN,,,Fall
2022-03-23,2022-2023,Admit,Current,680,388,5.0,0.563235294117647,428.0,278.0,4.0,0.64018691588785,173.0,82.0,0.0,0.473988439306358,44.0,28.0,1.0,0.613636363636364,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,297.0,0.775456919060052,52,4,0.0769230769230769,0.114285714285714,0.0,TRN,,,Fall
2022-03-23,2022-2023,Admit,Total,687,391,5.0,0.561863173216885,434.0,281.0,4.0,0.638248847926267,174.0,82.0,0.0,0.471264367816092,44.0,28.0,1.0,0.613636363636364,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,300.0,0.77720207253886,52,4,0.0769230769230769,0.114285714285714,0.0,TRN,,,Fall
2022-03-30,2022-2023,Deposit,Current,220,139,1.0,0.627272727272727,161.0,109.0,1.0,0.670807453416149,37.0,22.0,0.0,0.594594594594595,8.0,7.0,0.0,0.875,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,114.0,0.826086956521739,18,5,0.277777777777778,0.230769230769231,0.4,TRN,,,Fall
2022-03-30,2022-2023,Deposit,Total,225,142,1.0,0.626666666666667,166.0,112.0,1.0,0.668674698795181,37.0,22.0,0.0,0.594594594594595,8.0,7.0,0.0,0.875,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,116.0,0.822695035460993,18,5,0.277777777777778,0.230769230769231,0.4,TRN,,,Fall
2022-03-30,2022-2023,Admit,Current,958,545,10.0,0.558455114822547,657.0,408.0,9.0,0.607305936073059,211.0,103.0,0.0,0.488151658767773,51.0,33.0,1.0,0.627450980392157,25.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,349.0,0.652336448598131,69,6,0.0869565217391304,0.0769230769230769,0.133333333333333,TRN,,,Fall
2022-03-30,2022-2023,Admit,Total,976,553,10.0,0.556352459016393,674.0,416.0,9.0,0.603857566765579,212.0,103.0,0.0,0.485849056603774,51.0,33.0,1.0,0.627450980392157,26.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,353.0,0.650092081031308,69,6,0.0869565217391304,0.0769230769230769,0.133333333333333,TRN,,,Fall
2022-04-06,2022-2023,Deposit,Current,267,180,2.0,0.666666666666667,203.0,146.0,2.0,0.70935960591133,41.0,25.0,0.0,0.609756097560976,10.0,9.0,0.0,0.9,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,149.0,0.837078651685393,19,6,0.315789473684211,0.285714285714286,0.4,TRN,,,Fall
2022-04-06,2022-2023,Deposit,Total,272,183,2.0,0.665441176470588,208.0,149.0,2.0,0.706730769230769,41.0,25.0,0.0,0.609756097560976,10.0,9.0,0.0,0.9,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,151.0,0.834254143646409,19,6,0.315789473684211,0.285714285714286,0.4,TRN,,,Fall
2022-04-06,2022-2023,Admit,Current,1073,620,12.0,0.56663560111836,732.0,471.0,11.0,0.628415300546448,231.0,113.0,0.0,0.489177489177489,62.0,36.0,1.0,0.564516129032258,31.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,476.0,0.782894736842105,77,6,0.0779220779220779,0.0701754385964912,0.111111111111111,TRN,,,Fall
2022-04-06,2022-2023,Admit,Total,1097,631,12.0,0.564266180492252,753.0,481.0,11.0,0.624169986719788,234.0,114.0,0.0,0.487179487179487,62.0,36.0,1.0,0.564516129032258,32.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,484.0,0.781906300484653,78,6,0.0769230769230769,0.0689655172413793,0.111111111111111,TRN,,,Fall
2022-04-13,2022-2023,Deposit,Current,318,220,4.0,0.679245283018868,245.0,182.0,3.0,0.730612244897959,44.0,27.0,1.0,0.590909090909091,13.0,11.0,0.0,0.846153846153846,11.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,0.884259259259259,25,7,0.28,0.2,0.6,TRN,,,Fall
2022-04-13,2022-2023,Deposit,Total,323,223,4.0,0.678018575851393,250.0,185.0,3.0,0.728,44.0,27.0,1.0,0.590909090909091,13.0,11.0,0.0,0.846153846153846,12.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,193.0,0.881278538812785,25,7,0.28,0.2,0.6,TRN,,,Fall
2022-04-13,2022-2023,Admit,Current,1176,689,16.0,0.572278911564626,802.0,522.0,12.0,0.635910224438903,257.0,129.0,2.0,0.494163424124514,65.0,38.0,2.0,0.553846153846154,34.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,549.0,0.815750371471025,87,9,0.103448275862069,0.0952380952380952,0.136363636363636,TRN,,,Fall
2022-04-13,2022-2023,Admit,Total,1209,705,16.0,0.56989247311828,829.0,536.0,12.0,0.632086851628468,261.0,130.0,2.0,0.490421455938697,67.0,39.0,2.0,0.552238805970149,35.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,560.0,0.812772133526851,89,9,0.101123595505618,0.0923076923076923,0.136363636363636,TRN,,,Fall
2022-04-20,2022-2023,Deposit,Current,356,252,6.0,0.691011235955056,281.0,211.0,5.0,0.733096085409253,45.0,29.0,1.0,0.622222222222222,14.0,12.0,0.0,0.857142857142857,15.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,228.0,0.926829268292683,29,10,0.344827586206897,0.304347826086957,0.5,TRN,,,Fall
2022-04-20,2022-2023,Deposit,Total,364,257,6.0,0.68956043956044,287.0,215.0,5.0,0.731707317073171,46.0,29.0,1.0,0.608695652173913,15.0,13.0,0.0,0.866666666666667,16.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,232.0,0.924302788844621,29,10,0.344827586206897,0.304347826086957,0.5,TRN,,,Fall
2022-04-20,2022-2023,Admit,Current,1227,734,21.0,0.581092094539527,837.0,552.0,16.0,0.640382317801673,272.0,141.0,3.0,0.507352941176471,67.0,41.0,2.0,0.582089552238806,37.0,13.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,1.0,609.0,0.85413744740533,89,14,0.157303370786517,0.169230769230769,0.136363636363636,TRN,,,Fall
2022-04-20,2022-2023,Admit,Total,1267,755,21.0,0.579321231254933,866.0,568.0,16.0,0.637413394919169,279.0,144.0,3.0,0.505376344086022,70.0,43.0,2.0,0.585714285714286,38.0,13.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,1.0,625.0,0.85149863760218,91,14,0.153846153846154,0.164179104477612,0.136363636363636,TRN,,,Fall
2022-04-27,2022-2023,Deposit,Current,401,287,4.0,0.70573566084788,319.0,242.0,3.0,0.749216300940439,51.0,33.0,1.0,0.627450980392157,14.0,12.0,0.0,0.857142857142857,14.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,257.0,0.908127208480565,34,11,0.323529411764706,0.310344827586207,0.4,TRN,,,Fall
2022-04-27,2022-2023,Deposit,Total,413,295,4.0,0.704600484261501,327.0,247.0,3.0,0.746177370030581,53.0,34.0,1.0,0.622641509433962,16.0,14.0,0.0,0.875,15.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,263.0,0.903780068728522,35,12,0.342857142857143,0.310344827586207,0.5,TRN,,,Fall
2022-04-27,2022-2023,Admit,Current,1290,793,21.0,0.598449612403101,885.0,595.0,15.0,0.655367231638418,280.0,151.0,4.0,0.525,73.0,46.0,2.0,0.602739726027397,36.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,663.0,0.85880829015544,98,13,0.13265306122449,0.152777777777778,0.0869565217391304,TRN,,,Fall
2022-04-27,2022-2023,Admit,Total,1339,819,21.0,0.59596713965646,919.0,614.0,15.0,0.651795429815016,290.0,155.0,4.0,0.520689655172414,77.0,49.0,2.0,0.61038961038961,37.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,682.0,0.854636591478697,102,14,0.137254901960784,0.146666666666667,0.125,TRN,,,Fall
2022-05-12,2022-2023,Deposit,Current,503,375,10.0,0.725646123260437,397.0,319.0,7.0,0.785894206549118,65.0,41.0,1.0,0.615384615384615,19.0,14.0,1.0,0.684210526315789,16.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,348.0,0.953424657534247,44,14,0.318181818181818,0.324324324324324,0.333333333333333,TRN,,,Fall
2022-05-12,2022-2023,Deposit,Total,522,387,10.0,0.722222222222222,410.0,326.0,7.0,0.778048780487805,68.0,43.0,1.0,0.617647058823529,22.0,17.0,1.0,0.727272727272727,17.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,358.0,0.949602122015915,46,15,0.326086956521739,0.315789473684211,0.428571428571429,TRN,,,Fall
2022-05-12,2022-2023,Admit,Current,1411,892,27.0,0.613040396881644,979.0,679.0,19.0,0.674157303370786,288.0,159.0,4.0,0.538194444444444,79.0,52.0,3.0,0.620253164556962,35.0,8.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,811.0,0.93757225433526,116,18,0.155172413793103,0.170454545454545,0.130434782608696,TRN,,,Fall
2022-05-12,2022-2023,Admit,Total,1494,944,27.0,0.613788487282463,1028.0,710.0,19.0,0.672178988326848,313.0,175.0,4.0,0.546325878594249,85.0,57.0,3.0,0.635294117647059,36.0,9.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,1.0,856.0,0.933478735005453,122,19,0.155737704918033,0.16304347826087,0.16,TRN,,,Fall
2022-05-18,2022-2023,Deposit,Current,535,403,10.0,0.734579439252336,425.0,344.0,6.0,0.795294117647059,65.0,41.0,1.0,0.615384615384615,20.0,17.0,2.0,0.75,13.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,365.0,0.928753180661578,44,17,0.386363636363636,0.405405405405405,0.333333333333333,TRN,,,Fall
2022-05-18,2022-2023,Deposit,Total,556,417,10.0,0.732014388489209,439.0,352.0,6.0,0.788154897494305,68.0,43.0,1.0,0.617647058823529,24.0,21.0,2.0,0.791666666666667,14.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,377.0,0.926289926289926,47,18,0.382978723404255,0.384615384615385,0.428571428571429,TRN,,,Fall
2022-05-18,2022-2023,Admit,Current,1459,946,28.0,0.629198080877313,1016.0,718.0,19.0,0.687992125984252,298.0,170.0,4.0,0.557046979865772,80.0,55.0,4.0,0.6375,31.0,9.0,0.0,7.0,0.0,0.0,0.0,1.0,5.0,1.0,808.0,0.880174291938998,119,21,0.176470588235294,0.204545454545455,0.125,TRN,,,Fall
2022-05-18,2022-2023,Admit,Total,1549,1004,28.0,0.630083925112976,1069.0,753.0,19.0,0.686623012160898,324.0,187.0,4.0,0.564814814814815,87.0,61.0,4.0,0.655172413793103,33.0,10.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,1.0,857.0,0.878073770491803,127,22,0.173228346456693,0.191489361702128,0.153846153846154,TRN,,,Fall
2022-05-25,2022-2023,Deposit,Current,587,441,13.0,0.729131175468484,473.0,380.0,9.0,0.784355179704017,65.0,43.0,2.0,0.630769230769231,20.0,17.0,1.0,0.8,13.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,411.0,0.960280373831776,50,19,0.38,0.395348837209302,0.333333333333333,TRN,,,Fall
2022-05-25,2022-2023,Deposit,Total,609,455,13.0,0.725779967159278,487.0,388.0,9.0,0.7782340862423,69.0,45.0,2.0,0.623188405797101,24.0,21.0,1.0,0.833333333333333,14.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,423.0,0.957013574660634,53,20,0.377358490566038,0.377777777777778,0.428571428571429,TRN,,,Fall
2022-05-25,2022-2023,Admit,Current,1502,969,30.0,0.625166444740346,1055.0,743.0,21.0,0.68436018957346,300.0,169.0,5.0,0.546666666666667,79.0,55.0,3.0,0.658227848101266,31.0,7.0,0.0,8.0,0.0,0.0,0.0,1.0,4.0,2.0,870.0,0.926517571884984,122,23,0.188524590163934,0.217391304347826,0.130434782608696,TRN,,,Fall
2022-05-25,2022-2023,Admit,Total,1603,1033,30.0,0.625701809107923,1113.0,782.0,21.0,0.683737646001797,330.0,188.0,5.0,0.554545454545455,87.0,61.0,3.0,0.666666666666667,34.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,6.0,2.0,923.0,0.920239282153539,132,24,0.181818181818182,0.202020202020202,0.153846153846154,TRN,,,Fall
2022-06-01,2022-2023,Deposit,Current,649,479,14.0,0.716486902927581,527.0,416.0,10.0,0.770398481973435,68.0,45.0,2.0,0.632352941176471,20.0,17.0,1.0,0.8,14.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,438.0,0.941935483870968,56,22,0.392857142857143,0.387755102040816,0.5,TRN,,,Fall
2022-06-01,2022-2023,Deposit,Total,674,495,14.0,0.713649851632048,544.0,426.0,10.0,0.764705882352941,72.0,47.0,2.0,0.625,24.0,21.0,1.0,0.833333333333333,15.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,452.0,0.93970893970894,59,23,0.389830508474576,0.372549019607843,0.571428571428571,TRN,,,Fall
2022-06-01,2022-2023,Admit,Current,1609,1023,29.0,0.617775015537601,1140.0,791.0,20.0,0.676315789473684,309.0,174.0,4.0,0.550161812297735,81.0,56.0,4.0,0.641975308641975,35.0,11.0,0.0,8.0,0.0,0.0,0.0,2.0,5.0,2.0,894.0,0.899396378269618,125,30,0.24,0.263157894736842,0.208333333333333,TRN,,,Fall
2022-06-01,2022-2023,Admit,Total,1720,1095,29.0,0.619767441860465,1205.0,836.0,20.0,0.677178423236515,341.0,194.0,4.0,0.557184750733138,90.0,63.0,4.0,0.655555555555556,38.0,12.0,0.0,8.0,0.0,0.0,0.0,2.0,7.0,2.0,955.0,0.895872420262664,138,31,0.22463768115942,0.240384615384615,0.222222222222222,TRN,,,Fall
2022-06-08,2022-2023,Admit,Current,13806,9727,142.0,0.694263363754889,7632.0,6245.0,87.0,0.806865828092243,3812.0,2446.0,42.0,0.630640083945435,1365.0,1035.0,12.0,0.749450549450549,241.0,43.0,0.0,19.0,0.0,0.0,1.0,12.0,91.0,39.0,9155.0,0.955138236828378,1071,150,0.140056022408964,0.168345323741007,0.106870229007634,All,,,Fall
